date,type,category,item,amount,source,card
2/16/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",51,כ. אשראי,2599
2/17/2015,הוצאה,מזון ומשקאות,יבולי השדה,54.2,כ. אשראי,2599
2/18/2015,הוצאה,בילוי ומסעדות,THE STREETS,27,כ. אשראי,2599
2/19/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,44.57,כ. אשראי,2599
2/20/2015,הוצאה,ביגוד והנעלה,S WAER,40.6,כ. אשראי,2599
2/20/2015,הוצאה,מוצרי חשמל ותקשורת,אייבורי מחשבים,70,כ. אשראי,2599
2/20/2015,הוצאה,ביגוד והנעלה,המשביר דיזינגוף,139.9,כ. אשראי,2599
2/20/2015,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,39,כ. אשראי,2599
2/20/2015,הוצאה,רכב ותחבורה,דרך ארץ הוראת קבע,128.09,כ. אשראי,2599
2/20/2015,הוצאה,יופי ואביזרי אופנה,"נעה שיווק פרו בע""מ",109,כ. אשראי,2599
2/20/2015,הוצאה,ביגוד והנעלה,אמריקן איגל דיזנגוף,99.6,כ. אשראי,2599
2/20/2015,הוצאה,חינוך ומשפחה,דורון ספרים חימוביץ,22,כ. אשראי,2599
2/21/2015,הוצאה,מזון ומשקאות,יבולי השדה,23.5,כ. אשראי,2599
2/21/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,31.47,כ. אשראי,2599
2/21/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,8,כ. אשראי,2599
2/21/2015,הוצאה,בילוי ומסעדות,וניליק תל אביב שיווק,37,כ. אשראי,2599
2/22/2015,הוצאה,בילוי ומסעדות,דומינוס פיצה,130.2,כ. אשראי,2599
2/22/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,22.9,כ. אשראי,2599
2/22/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,42.43,כ. אשראי,2599
2/23/2015,הוצאה,חינוך ומשפחה,ADWORDS ~GOOGLE,250,כ. אשראי,2599
2/23/2015,הוצאה,נופש,הר חרמון מז,117,כ. אשראי,2599
2/23/2015,הוצאה,נופש,הר חרמון מז,500,כ. אשראי,2599
2/23/2015,הוצאה,תרבות ופנאי,בלייזר ידיעות,19.9,כ. אשראי,2599
2/24/2015,הוצאה,מתנות ומזכרות,4029357733 ~PAYPAL,174,כ. אשראי,2599
2/24/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",50.1,כ. אשראי,2599
2/24/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",20,כ. אשראי,2599
2/24/2015,הוצאה,בילוי ומסעדות,בראסרי אבן גבירול,295,כ. אשראי,2599
2/24/2015,הוצאה,רכב ותחבורה,הפניקס ביטוח אלמנטרי,620,כ. אשראי,2599
2/25/2015,הוצאה,בריאות,שרותי בריאות כללית,119.65,כ. אשראי,2599
2/25/2015,הוצאה,תרבות ופנאי,"הוצאת עתון הארץ בע""מ",32.01,כ. אשראי,2599
2/26/2015,הוצאה,מזון ומשקאות,נתח בשר,111,כ. אשראי,2599
2/26/2015,הוצאה,מזון ומשקאות,נתח בשר,59,כ. אשראי,2599
2/26/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,40.9,כ. אשראי,2599
2/26/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,44.25,כ. אשראי,2599
2/27/2015,הוצאה,בילוי ומסעדות,THE STREETS,103.5,כ. אשראי,2599
2/27/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,137.5,כ. אשראי,2599
2/27/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",30.7,כ. אשראי,2599
2/27/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",40,כ. אשראי,2599
2/27/2015,הוצאה,רכב ותחבורה,פנגו חניה סלולארית,4.5,כ. אשראי,2599
2/28/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",18.9,כ. אשראי,2599
1/31/2015,הוצאה,חינוך ומשפחה,GOOGLE.COM/CH~GOOGLE,910.4436,כ. אשראי,2599
2/3/2015,הוצאה,מוצרי חשמל ותקשורת,AWS.AMAZON.CO~AMAZON,62.4096,כ. אשראי,2599
2/4/2015,הוצאה,מוצרי חשמל ותקשורת,888-4014678 ~BLU*KD,563.112,כ. אשראי,2599
2/12/2015,הוצאה,מוצרי חשמל ותקשורת,GOOGLE.COM/CH~GOOGLE,39.5604,כ. אשראי,2599
2/2/2015,הוצאה,בילוי ומסעדות,ל לי פופ,41,כ. אשראי,2607
2/2/2015,הוצאה,בילוי ומסעדות,THE STREETS,21,כ. אשראי,2607
2/4/2015,הוצאה,בילוי ומסעדות,ל לי פופ,49,כ. אשראי,2607
2/4/2015,הוצאה,בילוי ומסעדות,דרייב סטור,23,כ. אשראי,2607
2/5/2015,הוצאה,יופי ואביזרי אופנה,OVIVARERIFO,290,כ. אשראי,2607
2/5/2015,הוצאה,רכב ותחבורה,אחוזת החוף - חניון ב,20,כ. אשראי,2607
2/5/2015,הוצאה,בריאות,"ד""ר משה ביאלר רופא ש",230,כ. אשראי,2607
2/6/2015,הוצאה,בילוי ומסעדות,קפה בר הבימה,10,כ. אשראי,2607
2/6/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",32.5,כ. אשראי,2607
2/6/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",35,כ. אשראי,2607
2/8/2015,הוצאה,בריאות,סופר פארם אבן גבירול,39.2,כ. אשראי,2607
2/8/2015,הוצאה,רכב ותחבורה,"חניון מגדל המאה בע""מ",25,כ. אשראי,2607
2/9/2015,הוצאה,בילוי ומסעדות,קופי בר,68,כ. אשראי,2607
2/9/2015,הוצאה,בילוי ומסעדות,ל לי פופ,39,כ. אשראי,2607
2/9/2015,הוצאה,בילוי ומסעדות,THE STREETS,21,כ. אשראי,2607
2/11/2015,הוצאה,בילוי ומסעדות,קופי בר,62,כ. אשראי,2607
2/11/2015,הוצאה,בילוי ומסעדות,THE STREETS,21,כ. אשראי,2607
2/12/2015,הוצאה,בילוי ומסעדות,ל לי פופ,13,כ. אשראי,2607
2/12/2015,הוצאה,בילוי ומסעדות,קופי טיים,14.8,כ. אשראי,2607
2/12/2015,הוצאה,בילוי ומסעדות,ארקפה בייקרי,27,כ. אשראי,2607
2/12/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,27.36,כ. אשראי,2607
2/13/2015,הוצאה,בילוי ומסעדות,קופי טיים,26.4,כ. אשראי,2607
2/15/2015,הוצאה,רכב ותחבורה,סונולהחוף,244.73,כ. אשראי,2607
2/15/2015,הוצאה,בילוי ומסעדות,THE STREETS,21,כ. אשראי,2607
2/16/2015,הוצאה,בילוי ומסעדות,ל לי פופ,42,כ. אשראי,2607
2/17/2015,הוצאה,בילוי ומסעדות,THE STREETS,49,כ. אשראי,2607
2/17/2015,הוצאה,בריאות,סופר פארם אבן גבירול,250.1,כ. אשראי,2607
2/17/2015,הוצאה,רכב ותחבורה,"חניון מגדל המאה בע""מ",25,כ. אשראי,2607
2/17/2015,הוצאה,בריאות,סופר פארם ביג פולג 1,16.9,כ. אשראי,2607
2/19/2015,הוצאה,מזון ומשקאות,יבולי השדה,44.7,כ. אשראי,2607
2/19/2015,הוצאה,בילוי ומסעדות,THE STREETS,23,כ. אשראי,2607
2/22/2015,הוצאה,בילוי ומסעדות,קופי טיים,33.2,כ. אשראי,2607
2/22/2015,הוצאה,בילוי ומסעדות,THE STREETS,49,כ. אשראי,2607
2/23/2015,הוצאה,בילוי ומסעדות,ל לי פופ,49,כ. אשראי,2607
2/23/2015,הוצאה,בילוי ומסעדות,THE STREETS,21,כ. אשראי,2607
2/24/2015,הוצאה,בילוי ומסעדות,ל לי פופ,13,כ. אשראי,2607
2/24/2015,הוצאה,בילוי ומסעדות,קופי טיים,26.2,כ. אשראי,2607
2/24/2015,הוצאה,רכב ותחבורה,דור - יקום,246.61,כ. אשראי,2607
2/24/2015,הוצאה,בילוי ומסעדות,ארקפה בייקרי,10,כ. אשראי,2607
2/24/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,41.31,כ. אשראי,2607
2/25/2015,הוצאה,מזון ומשקאות,PAYBOX,18,כ. אשראי,2607
2/25/2015,הוצאה,בריאות,שרותי בריאות כללית,119.65,כ. אשראי,2607
2/26/2015,הוצאה,בית וגן,ללין נרות וסבונים בע,39.95,כ. אשראי,2607
3/3/2015,הכנסה,מענק לימודים,שיק-סניף אחר (י),2000,חשבון,
3/3/2015,הוצאה,בריאות,פירעון שיק (י),800,חשבון,
3/4/2015,הוצאה,מזומן,כספומט לאומי 063(י),200,חשבון,
3/6/2015,הוצאה,מזומן,בנק-קט הפועלים 609(י),300,חשבון,
3/9/2015,הכנסה,משכורת,משכורת (י),10617,חשבון,
3/10/2015,הוצאה,רכב ותחבורה,העברה באינטרנט (י),220,חשבון,"javascript:__doPostBack('ctl00$ContentPlaceHolder2$uc428Grid$grvP428G2$ctl00$ctl52$EditButton','')"
3/10/2015,הוצאה,מזומן,כספומט לאומי 989(י),206.5,חשבון,
3/15/2015,הוצאה,שיקים,פירעון שיק (י),7200,חשבון,
3/16/2015,הוצאה,בריאות,פירעון שיק (י),3000,חשבון,
3/18/2015,הוצאה,מזומן,כספומט לאומי 813(י),200,חשבון,
3/19/2015,הוצאה,מתנות ומזכרות,פירעון שיק (י),1000,חשבון,
3/23/2015,הוצאה,בריאות,פירעון שיק (י),800,חשבון,
3/25/2015,הכנסה,משכורת,משכורת מסיטי בנק ד(י),20011,חשבון,
4/8/2015,הכנסה,משכורת,סטארטאפ טכנולוגיות (י),10456.84,חשבון,
4/14/2015,הוצאה,מזומן,כספומט לאומי 989(י),405.9,חשבון,
4/15/2015,הוצאה,שיקים,פירעון שיק (י),7200,חשבון,
4/15/2015,הוצאה,מזומן,כספומט לאומי 813(י),200,חשבון,
4/16/2015,הוצאה,בריאות,פירעון שיק (י),1000,חשבון,
4/17/2015,הוצאה,מזומן,כספומט לאומי 813(י),150,חשבון,
4/19/2015,הוצאה,בריאות,פירעון שיק (י),350,חשבון,
4/19/2015,הוצאה,בית וגן,פירעון שיק (י),650,חשבון,
4/21/2015,הכנסה,משכורת,משכורת מסיטי בנק ד(י),21713,חשבון,
4/24/2015,הוצאה,בייביסיטר,העברה באינטרנט (י),100,חשבון,"javascript:__doPostBack('ctl00$ContentPlaceHolder2$uc428Grid$grvP428G2$ctl00$ctl100$EditButton','')"
4/26/2015,הוצאה,בריאות,פירעון שיק (י),600,חשבון,
3/9/2015,הוצאה,בריאות,מרכז רפואי נ.א.ר.א,1687,כ. אשראי,2599
3/3/2015,הוצאה,רכב ותחבורה,טריידמוביל בעמ,1000,כ. אשראי,2599
3/27/2015,הוצאה,רכב ותחבורה,הפניקס ביטוח אלמנטרי,829,כ. אשראי,2599
3/20/2015,הוצאה,בית וגן,בייבי סטאר,685.5,כ. אשראי,2599
3/27/2015,הוצאה,רכב ותחבורה,הפניקס ביטוח אלמנטרי,620,כ. אשראי,2599
3/20/2015,הוצאה,בית וגן,שילב נמל - חנות,534.02,כ. אשראי,2599
3/12/2015,הוצאה,בריאות,מרום מרפאת מומחים רב,500,כ. אשראי,2599
3/24/2015,הוצאה,מוצרי חשמל ותקשורת,"גאדגט מובייל בע""מ אב",500,כ. אשראי,2599
3/18/2015,הוצאה,מיסים ותשלומים,"א,עיריית תל אביב-יפו",480.82,כ. אשראי,2599
3/10/2015,הוצאה,רכב ותחבורה,פניקס אוטו חובה,469,כ. אשראי,2599
3/16/2015,הוצאה,מזון ומשקאות,4029357733 ~PAYPAL,434.24,כ. אשראי,2599
3/8/2015,הוצאה,רכב ותחבורה,קומפיוטסט הנדסת ציוד,425,כ. אשראי,2599
3/20/2015,הוצאה,מזון ומשקאות,טיב טעם רשתות דיזינג,409.3,כ. אשראי,2599
3/13/2015,הוצאה,בריאות,סופר פארם קסטל תל אב,394.4,כ. אשראי,2599
3/12/2015,הוצאה,יופי ואביזרי אופנה,בודי שופ דיזינגוף סנ,360,כ. אשראי,2599
3/12/2015,הוצאה,ביגוד והנעלה,מנגו דיזינגוף סנטר,359.7,כ. אשראי,2599
3/7/2015,הוצאה,בריאות,סופר פארם קסטל תל אב,347,כ. אשראי,2599
3/21/2015,הוצאה,ביגוד והנעלה,"מאצ' ריטייל בע""מ H -",337.8,כ. אשראי,2599
3/19/2015,הוצאה,בריאות,פרופ' ארויןוייס מרפא,330,כ. אשראי,2599
2/28/2015,הוצאה,בילוי ומסעדות,בראסרי אבן גבירול,327,כ. אשראי,2599
3/12/2015,הוצאה,רכב ותחבורה,דור - יקום,320.28,כ. אשראי,2599
3/13/2015,הוצאה,בית וגן,"קוליקו עיצובים בע""מ",316,כ. אשראי,2599
3/21/2015,הוצאה,בילוי ומסעדות,זאפה הרצליה,310,כ. אשראי,2599
3/28/2015,הוצאה,רכב ותחבורה,פז YELLOW אלישמע -,300.68,כ. אשראי,2599
3/19/2015,הוצאה,רכב ותחבורה,פז YELLOW ירמינו,300.64,כ. אשראי,2599
3/2/2015,הוצאה,ביגוד והנעלה,מסימו דוטי,299,כ. אשראי,2599
3/13/2015,הוצאה,בילוי ומסעדות,RUSTICO BAZEL,274,כ. אשראי,2599
3/7/2015,הוצאה,בילוי ומסעדות,קפה סבסטיאן,258,כ. אשראי,2599
3/12/2015,הוצאה,ביגוד והנעלה,S WAER,258,כ. אשראי,2599
3/6/2015,הוצאה,בילוי ומסעדות,"אל וסינו בע""מ",250,כ. אשראי,2599
3/20/2015,הוצאה,ביגוד והנעלה,4029357733 ~PAYPAL,245,כ. אשראי,2599
3/25/2015,הוצאה,מוצרי חשמל ותקשורת,ADWORDS ~GOOGLE,243.42,כ. אשראי,2599
3/25/2015,הוצאה,בריאות,סופר פארם קסטל תל אב,236.59,כ. אשראי,2599
3/30/2015,הוצאה,בית וגן,מגה ספורט עזריאלי,229.8,כ. אשראי,2599
3/7/2015,הוצאה,רכב ותחבורה,פז YELLOW חופית -,226.78,כ. אשראי,2599
3/27/2015,הוצאה,ביגוד והנעלה,35314369001 ~PAYPAL,217,כ. אשראי,2599
3/13/2015,הוצאה,מזון ומשקאות,נתח בשר,200,כ. אשראי,2599
3/15/2015,הוצאה,מתנות ומזכרות,CHECK BOX BUY2USA,199,כ. אשראי,2599
3/13/2015,הוצאה,רכב ותחבורה,AMZN.COM/BILL~AMAZON,189.6,כ. אשראי,2599
3/29/2015,הוצאה,בילוי ומסעדות,RUSTICO BAZEL,189,כ. אשראי,2599
3/11/2015,הוצאה,בילוי ומסעדות,ג'רמיה,173,כ. אשראי,2599
3/21/2015,הוצאה,ביגוד והנעלה,S WAER,172,כ. אשראי,2599
3/14/2015,הוצאה,בילוי ומסעדות,ROOM SERVICE,171.4,כ. אשראי,2599
3/18/2015,הוצאה,ביגוד והנעלה,אמריקן איגל דיזנגוף,169.3,כ. אשראי,2599
3/22/2015,הוצאה,מיסים ותשלומים,"פזגז בע""מ",164.2,כ. אשראי,2599
3/20/2015,הוצאה,בית וגן,"קוליקו עיצובים בע""מ",158,כ. אשראי,2599
3/18/2015,הוצאה,מיסים ותשלומים,מי אביבים חיוב תקופת,148.01,כ. אשראי,2599
3/17/2015,הוצאה,בילוי ומסעדות,ג'רמיה,137,כ. אשראי,2599
3/1/2015,הוצאה,מיסים ותשלומים,B בזק הוראת קבע,136.1,כ. אשראי,2599
3/29/2015,הוצאה,מיסים ותשלומים,B בזק הוראת קבע,136.1,כ. אשראי,2599
3/25/2015,הוצאה,יופי ואביזרי אופנה,CHECK BOX BUY2USA,134.27,כ. אשראי,2599
3/13/2015,הוצאה,בריאות,סופר פארם קסטל תל אב,128.7,כ. אשראי,2599
3/4/2015,הוצאה,בריאות,סופר - פארם מגדל שלו,125.75,כ. אשראי,2599
3/1/2015,הוצאה,בריאות,"ד""ר חייק יוסף מנתח פ",120,כ. אשראי,2599
3/17/2015,הוצאה,בית וגן,ליעד הום נקודה קום,120,כ. אשראי,2599
3/3/2015,הוצאה,ביגוד והנעלה,"מאצ' ריטייל בע""מ H -",119.8,כ. אשראי,2599
3/26/2015,הוצאה,בריאות,שרותי בריאות כללית,118.81,כ. אשראי,2599
3/10/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",116.1,כ. אשראי,2599
3/12/2015,הוצאה,ביגוד והנעלה,אמריקן איגל דיזנגוף,99.6,כ. אשראי,2599
3/17/2015,הוצאה,בריאות,סופר פארם אבן גבירול,94.27,כ. אשראי,2599
3/18/2015,הוצאה,רכב ותחבורה,BUY2,84,כ. אשראי,2599
3/20/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,82.82,כ. אשראי,2599
3/28/2015,הוצאה,מתנות ומזכרות,"היפרטוי ב""ס פקר",79.92,כ. אשראי,2599
3/27/2015,הוצאה,בית וגן,לוי יצחק אינסטלציה,79,כ. אשראי,2599
3/12/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,74.7,כ. אשראי,2599
3/6/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,68.3,כ. אשראי,2599
3/17/2015,הוצאה,מזון ומשקאות,יבולי השדה,67,כ. אשראי,2599
3/18/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,66.02,כ. אשראי,2599
3/9/2015,הוצאה,מזון ומשקאות,יבולי השדה,65.2,כ. אשראי,2599
3/8/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,64.4,כ. אשראי,2599
3/27/2015,הוצאה,בילוי ומסעדות,אייסברג,64.4,כ. אשראי,2599
3/14/2015,הוצאה,יופי ואביזרי אופנה,4029357733 ~PAYPAL,63,כ. אשראי,2599
3/21/2015,הוצאה,בילוי ומסעדות,וניליק תל אביב שיווק,63,כ. אשראי,2599
3/12/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,62.84,כ. אשראי,2599
3/21/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,57.75,כ. אשראי,2599
3/14/2015,הוצאה,בילוי ומסעדות,נדב קינוחים,55,כ. אשראי,2599
3/13/2015,הוצאה,בילוי ומסעדות,קפה קסטל,54,כ. אשראי,2599
3/10/2015,הוצאה,בילוי ומסעדות,מזנון רמת החייל,53,כ. אשראי,2599
3/20/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,51.9,כ. אשראי,2599
3/15/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,51.37,כ. אשראי,2599
3/12/2015,הוצאה,ביגוד והנעלה,טופטופ דיזנגוף,49.9,כ. אשראי,2599
3/3/2015,הוצאה,בילוי ומסעדות,וניליק תל אביב שיווק,48,כ. אשראי,2599
3/7/2015,הוצאה,בילוי ומסעדות,וניליק תל אביב שיווק,48,כ. אשראי,2599
3/12/2015,הוצאה,בילוי ומסעדות,וניליק תל אביב שיווק,48,כ. אשראי,2599
3/17/2015,הוצאה,בילוי ומסעדות,וניליק תל אביב שיווק,48,כ. אשראי,2599
3/29/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",48,כ. אשראי,2599
3/5/2015,הוצאה,בילוי ומסעדות,פונדק איילון,47,כ. אשראי,2599
3/21/2015,הוצאה,בילוי ומסעדות,נדב קינוחים,47,כ. אשראי,2599
3/30/2015,הוצאה,בילוי ומסעדות,חמדה עוגות,46,כ. אשראי,2599
3/1/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",44.1,כ. אשראי,2599
3/24/2015,הוצאה,בילוי ומסעדות,מזנון אבן גבירול,44,כ. אשראי,2599
3/9/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",42.9,כ. אשראי,2599
3/8/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",42.4,כ. אשראי,2599
3/10/2015,הוצאה,מזון ומשקאות,אי אם פי אם אחד העם,42,כ. אשראי,2599
3/10/2015,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,40,כ. אשראי,2599
3/6/2015,הוצאה,בילוי ומסעדות,ל לי פופ,39.5,כ. אשראי,2599
3/26/2015,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,39,כ. אשראי,2599
3/8/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",38,כ. אשראי,2599
3/10/2015,הוצאה,מוצרי חשמל ותקשורת,35314369001 ~PAYPAL,37.48,כ. אשראי,2599
3/7/2015,הוצאה,בילוי ומסעדות,בייקרי וייצמן,36,כ. אשראי,2599
3/12/2015,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,36,כ. אשראי,2599
3/27/2015,הוצאה,מזון ומשקאות,שוק אבן גבירול,35.8,כ. אשראי,2599
3/4/2015,הוצאה,בריאות,סופר פארם קסטל תל אב,35.7,כ. אשראי,2599
3/6/2015,הוצאה,בילוי ומסעדות,THE STREETS,35,כ. אשראי,2599
3/12/2015,הוצאה,בית וגן,"דיזנגוף - רי באר בע""",34,כ. אשראי,2599
3/4/2015,הוצאה,ביגוד והנעלה,"ארטא מרכז ת""א",33,כ. אשראי,2599
3/6/2015,הוצאה,בילוי ומסעדות,"דבוש ת""א",33,כ. אשראי,2599
3/29/2015,הוצאה,תרבות ופנאי,"הוצאת עתון הארץ בע""מ",32.01,כ. אשראי,2599
3/19/2015,הוצאה,בילוי ומסעדות,בייקרי וייצמן,32,כ. אשראי,2599
3/11/2015,הוצאה,מוצרי חשמל ותקשורת,"בזק בינלאומי בע""מ",31.88,כ. אשראי,2599
3/23/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",31.6,כ. אשראי,2599
3/21/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",31.5,כ. אשראי,2599
3/28/2015,הוצאה,בילוי ומסעדות,קפה קסטל,31,כ. אשראי,2599
3/17/2015,הוצאה,מזון ומשקאות,שלי אבן גבירול,29.9,כ. אשראי,2599
3/8/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",29.1,כ. אשראי,2599
3/2/2015,הוצאה,בית וגן,"ורד שמיר בע""מ",28,כ. אשראי,2599
3/10/2015,הוצאה,רכב ותחבורה,חניון רוטשילד,27,כ. אשראי,2599
2/28/2015,הוצאה,מזון ומשקאות,איי.אם.פי.אם,26.77,כ. אשראי,2599
3/21/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",26.1,כ. אשראי,2599
3/12/2015,הוצאה,רכב ותחבורה,יאיר השחר חניונים,25,כ. אשראי,2599
3/17/2015,הוצאה,בית וגן,"שרון וזיו סופר בע""מ",25,כ. אשראי,2599
3/21/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",24.6,כ. אשראי,2599
3/25/2015,הוצאה,בילוי ומסעדות,בריסרי אבן גבירול,24,כ. אשראי,2599
3/9/2015,הוצאה,רכב ותחבורה,משפטים-משכן-מקוון,22,כ. אשראי,2599
3/3/2015,הוצאה,מזון ומשקאות,אבולעפיה תא,20,כ. אשראי,2599
3/4/2015,הוצאה,רכב ותחבורה,חניון רוטשילד,20,כ. אשראי,2599
3/10/2015,הוצאה,רכב ותחבורה,אחוזות החוף - חניון,20,כ. אשראי,2599
3/8/2015,הוצאה,בילוי ומסעדות,סונול סגולה,19.9,כ. אשראי,2599
3/14/2015,הוצאה,מזון ומשקאות,מינימרקט אלהילאל,19.9,כ. אשראי,2599
3/25/2015,הוצאה,תרבות ופנאי,בלייזר ידיעות,19.9,כ. אשראי,2599
3/7/2015,הוצאה,בילוי ומסעדות,ילן- גרין קפה,18,כ. אשראי,2599
3/12/2015,הוצאה,רכב ותחבורה,"חניון רכב די.סי בע""מ",18,כ. אשראי,2599
3/27/2015,הוצאה,בילוי ומסעדות,ארקפה בייקרי,18,כ. אשראי,2599
3/10/2015,הוצאה,בילוי ומסעדות,ארקפה רשתות 1996 בעמ,17,כ. אשראי,2599
3/13/2015,הוצאה,בילוי ומסעדות,ל לי פופ,17,כ. אשראי,2599
3/29/2015,הוצאה,רכב ותחבורה,רכבת השלום תל אביב,16,כ. אשראי,2599
3/14/2015,הוצאה,בילוי ומסעדות,סופר אלונית חוצה ישר,13.8,כ. אשראי,2599
3/8/2015,הוצאה,רכב ותחבורה,רכבת סגולה - פתח תקו,13,כ. אשראי,2599
3/17/2015,הוצאה,מזון ומשקאות,"שרון וזיו סופר בע""מ",12.9,כ. אשראי,2599
3/29/2015,הוצאה,רכב ותחבורה,פנגו חניה סלולארית,12.16,כ. אשראי,2599
3/16/2015,הוצאה,ביגוד והנעלה,"מנגו ת""א",-229.8,כ. אשראי,2599
3/3/2015,הוצאה,מוצרי חשמל ותקשורת,AWS.AMAZON.CO~AMAZON,12.6,כ. אשראי,2599
3/12/2015,הוצאה,מוצרי חשמל ותקשורת,GOOGLE.COM/CH~GOOGLE,39.96,כ. אשראי,2599
3/18/2015,הוצאה,מוצרי חשמל ותקשורת,866-321-8851 ~AMAZON,51.96,כ. אשראי,2599
3/1/2015,הוצאה,רכב ותחבורה,דור - יקום,83.5,כ. אשראי,2607
3/1/2015,הוצאה,בילוי ומסעדות,דור - יקום,17,כ. אשראי,2607
3/1/2015,הוצאה,בילוי ומסעדות,שוקולד בר - נתניה,49,כ. אשראי,2607
3/1/2015,הוצאה,בריאות,מור-המכון למידע רפוא,120,כ. אשראי,2607
3/2/2015,הוצאה,ביגוד והנעלה,תפוז כתום שיווק אופנ,135.7,כ. אשראי,2607
3/2/2015,הוצאה,בית וגן,ללין נרות וסבונים בע,99,כ. אשראי,2607
3/3/2015,הוצאה,בילוי ומסעדות,לחם ארטיזן נתניה,30,כ. אשראי,2607
3/4/2015,הוצאה,בילוי ומסעדות,ג'רמיה,51,כ. אשראי,2607
3/4/2015,הוצאה,יופי ואביזרי אופנה,OVIVARERIFO,500,כ. אשראי,2607
3/4/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",22.5,כ. אשראי,2607
3/5/2015,הוצאה,יופי ואביזרי אופנה,אור קוסמטיקה,45,כ. אשראי,2607
3/5/2015,הוצאה,מזון ומשקאות,שופרסל דיל פולג,43.3,כ. אשראי,2607
3/8/2015,הוצאה,יופי ואביזרי אופנה,OVIVARERIFO,250,כ. אשראי,2607
3/8/2015,הוצאה,רכב ותחבורה,אחוזת החוף - חניון ב,20,כ. אשראי,2607
3/8/2015,הוצאה,בילוי ומסעדות,דואלי מכונות אוטומטי,7,כ. אשראי,2607
3/11/2015,הוצאה,מזון ומשקאות,PAYBOX,20,כ. אשראי,2607
3/11/2015,הוצאה,בילוי ומסעדות,ארקפה בייקרי,10,כ. אשראי,2607
3/11/2015,הוצאה,רכב ותחבורה,חניון מגדל המאה,25,כ. אשראי,2607
3/13/2015,הוצאה,ביגוד והנעלה,אפרתה,797,כ. אשראי,2607
3/13/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",37.6,כ. אשראי,2607
3/13/2015,הוצאה,יופי ואביזרי אופנה,טובה בריינס קוסמטיקה,810,כ. אשראי,2607
3/15/2015,הוצאה,יופי ואביזרי אופנה,אור קוסמטיקה,283,כ. אשראי,2607
3/16/2015,הוצאה,יופי ואביזרי אופנה,OVIVARERIFO,80,כ. אשראי,2607
3/16/2015,הוצאה,רכב ותחבורה,אחוזת החוף - חניון ב,5,כ. אשראי,2607
3/17/2015,הוצאה,רכב ותחבורה,"גט טקסי בע""מ",22.2,כ. אשראי,2607
3/22/2015,הוצאה,רכב ותחבורה,חניון מרכז עזריאלי ב,18,כ. אשראי,2607
3/23/2015,הוצאה,בילוי ומסעדות,THE STREETS,79,כ. אשראי,2607
3/25/2015,הוצאה,מזון ומשקאות,PAYBOX,14,כ. אשראי,2607
3/25/2015,הוצאה,בילוי ומסעדות,ארקפה רשתות (1996) ב,65,כ. אשראי,2607
3/26/2015,הוצאה,בילוי ומסעדות,קפה בונו,47,כ. אשראי,2607
3/26/2015,הוצאה,בריאות,שרותי בריאות כללית,118.81,כ. אשראי,2607
